X,Y,Point,index,index_g,Node,Candidate,PT,graph
2370.7866211,1199.5537109,a,0,0_0,Node3,0,0,0
2356.373291,1284.7198486,b,1,0_1,Node1,0,0,0
2429.4711914,1330.5316162,c,2,0_2,Node4,0,0,0
2474.2026367,1220.0159912,d,3,0_3,Node2,0,0,0
2407.70843505,1258.7052917249998,e,-1,0_-1,Node0,0,0,0
2370.7866211,1199.5537109,a,0,0_0,Node1,1,7,0
2356.373291,1284.7198486,b,1,0_1,Node3,1,7,0
2474.2026367,1220.0159912,c,3,0_3,Node4,1,7,0
2495.4641113,1517.02722168,d,8,0_8,Node2,1,7,0
2424.206665025,1305.329193095,e,-1,0_-1,Node0,1,7,0
2370.7866211,1199.5537109,a,0,0_0,Node3,2,7,0
2356.373291,1284.7198486,b,1,0_1,Node2,2,7,0
2429.4711914,1330.5316162,c,2,0_2,Node1,2,7,0
2495.4641113,1517.02722168,d,8,0_8,Node4,2,7,0
2413.0238037,1332.958099345,e,-1,0_-1,Node0,2,7,0
2370.7866211,1199.5537109,a,0,0_0,Node3,3,7,0
2429.4711914,1330.5316162,b,2,0_2,Node1,3,7,0
2474.2026367,1220.0159912,c,3,0_3,Node2,3,7,0
2495.4641113,1517.02722168,d,8,0_8,Node4,3,7,0
2442.481140125,1316.782134995,e,-1,0_-1,Node0,3,7,0
2356.373291,1284.7198486,a,1,0_1,Node3,4,7,0
2429.4711914,1330.5316162,b,2,0_2,Node1,4,7,0
2474.2026367,1220.0159912,c,3,0_3,Node4,4,7,0
2495.4641113,1517.02722168,d,8,0_8,Node2,4,7,0
2438.8778076,1338.07366942,e,-1,0_-1,Node0,4,7,0
2761.5537109,1397.4881592,a,4,0_4,Node4,5,1,0
2919.3642578,1456.12414551,b,5,0_5,Node2,5,1,0
2783.5617676,1484.28833008,c,6,0_6,Node1,5,1,0
2886.0092773,1528.62658691,d,7,0_7,Node3,5,1,0
2837.6222534,1466.6318054249998,e,-1,0_-1,Node0,5,1,0
2761.5537109,1397.4881592,a,4,0_4,Node2,6,7,0
2919.3642578,1456.12414551,b,5,0_5,Node3,6,7,0
2783.5617676,1484.28833008,c,6,0_6,Node1,6,7,0
2623.1052246,1563.72949219,d,10,0_10,Node4,6,7,0
2771.896240225,1475.407531745,e,-1,0_-1,Node0,6,7,0
2761.5537109,1397.4881592,a,4,0_4,Node4,7,7,0
2783.5617676,1484.28833008,b,6,0_6,Node1,7,7,0
2886.0092773,1528.62658691,c,7,0_7,Node3,7,7,0
2623.1052246,1563.72949219,d,10,0_10,Node2,7,7,0
2763.5574951,1493.533142095,e,-1,0_-1,Node0,7,7,0
2761.5537109,1397.4881592,a,4,0_4,Node4,8,7,0
2919.3642578,1456.12414551,b,5,0_5,Node1,8,7,0
2886.0092773,1528.62658691,c,7,0_7,Node3,8,7,0
2623.1052246,1563.72949219,d,10,0_10,Node2,8,7,0
2797.50811765,1486.4920959525,e,-1,0_-1,Node0,8,7,0
2919.3642578,1456.12414551,a,5,0_5,Node3,9,7,0
2783.5617676,1484.28833008,b,6,0_6,Node1,9,7,0
2886.0092773,1528.62658691,c,7,0_7,Node2,9,7,0
2623.1052246,1563.72949219,d,10,0_10,Node4,9,7,0
2803.010131825,1508.1921386725,e,-1,0_-1,Node0,9,7,0
2495.4641113,1517.02722168,a,8,0_8,Node2,10,2,0
2601.7033691,1633.4243164,b,9,0_9,Node1,10,2,0
2623.1052246,1563.72949219,c,10,0_10,Node4,10,2,0
2531.7536621,1646.5864258,d,11,0_11,Node3,10,2,0
2563.006591775,1590.1918640175,e,-1,0_-1,Node0,10,2,0
2429.4711914,1330.5316162,a,2,0_2,Node4,11,7,0
2495.4641113,1517.02722168,b,8,0_8,Node1,11,7,0
2623.1052246,1563.72949219,c,10,0_10,Node2,11,7,0
2531.7536621,1646.5864258,d,11,0_11,Node3,11,7,0
2519.94854735,1514.4686889675,e,-1,0_-1,Node0,11,7,0
2429.4711914,1330.5316162,a,2,0_2,Node4,12,7,0
2495.4641113,1517.02722168,b,8,0_8,Node1,12,7,0
2601.7033691,1633.4243164,c,9,0_9,Node2,12,7,0
2531.7536621,1646.5864258,d,11,0_11,Node3,12,7,0
2514.598083475,1531.89239502,e,-1,0_-1,Node0,12,7,0
2429.4711914,1330.5316162,a,2,0_2,Node2,13,7,0
2495.4641113,1517.02722168,b,8,0_8,Node3,13,7,0
2601.7033691,1633.4243164,c,9,0_9,Node1,13,7,0
2623.1052246,1563.72949219,d,10,0_10,Node4,13,7,0
2537.4359741,1511.1781616175,e,-1,0_-1,Node0,13,7,0
2783.5617676,1484.28833008,a,6,0_6,Node2,14,7,0
2601.7033691,1633.4243164,b,9,0_9,Node4,14,7,0
2623.1052246,1563.72949219,c,10,0_10,Node3,14,7,0
2531.7536621,1646.5864258,d,11,0_11,Node1,14,7,0
2635.03100585,1582.0071411175,e,-1,0_-1,Node0,14,7,0
2783.5617676,1484.28833008,a,6,0_6,Node4,15,7,0
2495.4641113,1517.02722168,b,8,0_8,Node2,15,7,0
2601.7033691,1633.4243164,c,9,0_9,Node1,15,7,0
2531.7536621,1646.5864258,d,11,0_11,Node3,15,7,0
2603.120727525,1570.33157349,e,-1,0_-1,Node0,15,7,0
2783.5617676,1484.28833008,a,6,0_6,Node4,16,7,0
2495.4641113,1517.02722168,b,8,0_8,Node2,16,7,0
2601.7033691,1633.4243164,c,9,0_9,Node3,16,7,0
2623.1052246,1563.72949219,d,10,0_10,Node1,16,7,0
2625.95861815,1549.6173400875,e,-1,0_-1,Node0,16,7,0
2783.5617676,1484.28833008,a,6,0_6,Node4,17,7,0
2495.4641113,1517.02722168,b,8,0_8,Node2,17,7,0
2623.1052246,1563.72949219,c,10,0_10,Node1,17,7,0
2531.7536621,1646.5864258,d,11,0_11,Node3,17,7,0
2608.4711914,1552.9078674375,e,-1,0_-1,Node0,17,7,0
2232.0668944999998,1540.45239258,a,12,0_12,Node3,18,3,0
2154.7197266,1486.65844727,b,13,0_13,Node1,18,3,0
2117.0749512,1584.63708496,c,14,0_14,Node2,18,3,0
2030.45617676,1484.83093262,d,15,0_15,Node4,18,3,0
2133.5794372650003,1524.1447143575,e,-1,0_-1,Node0,18,3,0
2495.4641113,1517.02722168,a,8,0_8,Node4,19,7,0
2232.0668944999998,1540.45239258,b,12,0_12,Node1,19,7,0
2154.7197266,1486.65844727,c,13,0_13,Node2,19,7,0
2117.0749512,1584.63708496,d,14,0_14,Node3,19,7,0
2249.8314209,1532.1937866224998,e,-1,0_-1,Node0,19,7,0
2495.4641113,1517.02722168,a,8,0_8,Node4,20,7,0
2232.0668944999998,1540.45239258,b,12,0_12,Node2,20,7,0
2154.7197266,1486.65844727,c,13,0_13,Node1,20,7,0
2030.45617676,1484.83093262,d,15,0_15,Node3,20,7,0
2228.17672729,1507.2422485375,e,-1,0_-1,Node0,20,7,0
2495.4641113,1517.02722168,a,8,0_8,Node4,21,7,0
2232.0668944999998,1540.45239258,b,12,0_12,Node1,21,7,0
2117.0749512,1584.63708496,c,14,0_14,Node3,21,7,0
2030.45617676,1484.83093262,d,15,0_15,Node2,21,7,0
2218.76553344,1531.7369079599998,e,-1,0_-1,Node0,21,7,0
2356.373291,1284.7198486,a,1,0_1,Node2,22,7,0
2232.0668944999998,1540.45239258,b,12,0_12,Node4,22,7,0
2154.7197266,1486.65844727,c,13,0_13,Node3,22,7,0
2117.0749512,1584.63708496,d,14,0_14,Node1,22,7,0
2215.058715825,1474.1169433525,e,-1,0_-1,Node0,22,7,0
2356.373291,1284.7198486,a,1,0_1,Node2,23,7,0
2232.0668944999998,1540.45239258,b,12,0_12,Node4,23,7,0
2154.7197266,1486.65844727,c,13,0_13,Node1,23,7,0
2030.45617676,1484.83093262,d,15,0_15,Node3,23,7,0
2193.404022215,1449.1654052674999,e,-1,0_-1,Node0,23,7,0
2356.373291,1284.7198486,a,1,0_1,Node4,24,7,0
2154.7197266,1486.65844727,b,13,0_13,Node1,24,7,0
2117.0749512,1584.63708496,c,14,0_14,Node3,24,7,0
2030.45617676,1484.83093262,d,15,0_15,Node2,24,7,0
2164.6560363900003,1460.2115783625,e,-1,0_-1,Node0,24,7,0
2232.0668944999998,1540.45239258,a,12,0_12,Node3,25,7,0
2154.7197266,1486.65844727,b,13,0_13,Node1,25,7,0
2117.0749512,1584.63708496,c,14,0_14,Node2,25,7,0
1884.6065674,1343.6793213,d,21,0_21,Node4,25,7,0
2097.117034925,1488.8568115275,e,-1,0_-1,Node0,25,7,0
2154.7197266,1486.65844727,a,13,0_13,Node2,26,7,0
2117.0749512,1584.63708496,b,14,0_14,Node3,26,7,0
2030.45617676,1484.83093262,c,15,0_15,Node1,26,7,0
1884.6065674,1343.6793213,d,21,0_21,Node4,26,7,0
2046.7143554900001,1474.9514465375,e,-1,0_-1,Node0,26,7,0
2232.0668944999998,1540.45239258,a,12,0_12,Node2,27,7,0
2117.0749512,1584.63708496,b,14,0_14,Node3,27,7,0
2030.45617676,1484.83093262,c,15,0_15,Node1,27,7,0
1884.6065674,1343.6793213,d,21,0_21,Node4,27,7,0
2066.0511474649998,1488.3999328650002,e,-1,0_-1,Node0,27,7,0
2232.0668944999998,1540.45239258,a,12,0_12,Node3,28,7,0
2154.7197266,1486.65844727,b,13,0_13,Node1,28,7,0
2030.45617676,1484.83093262,c,15,0_15,Node2,28,7,0
1884.6065674,1343.6793213,d,21,0_21,Node4,28,7,0
2075.462341315,1463.9052734425,e,-1,0_-1,Node0,28,7,0
1321.088623,1462.16821289,a,16,0_16,Node4,29,4,0
1480.8591308999999,1554.43286133,b,17,0_17,Node3,29,4,0
1488.6218262,1442.6751709,c,18,0_18,Node2,29,4,0
1412.7337646,1502.73046875,d,19,0_19,Node1,29,4,0
1425.825836175,1490.5016784675,e,-1,0_-1,Node0,29,4,0
1321.088623,1462.16821289,a,16,0_16,Node2,30,7,0
1488.6218262,1442.6751709,b,18,0_18,Node1,30,7,0
1412.7337646,1502.73046875,c,19,0_19,Node3,30,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node4,30,7,0
1491.0649414,1417.87033081,e,-1,0_-1,Node0,30,7,0
1321.088623,1462.16821289,a,16,0_16,Node4,31,7,0
1480.8591308999999,1554.43286133,b,17,0_17,Node3,31,7,0
1412.7337646,1502.73046875,c,19,0_19,Node1,31,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node2,31,7,0
1489.124267575,1445.8097534175,e,-1,0_-1,Node0,31,7,0
1321.088623,1462.16821289,a,16,0_16,Node3,32,7,0
1480.8591308999999,1554.43286133,b,17,0_17,Node4,32,7,0
1488.6218262,1442.6751709,c,18,0_18,Node1,32,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node2,32,7,0
1508.0962829750001,1430.795928955,e,-1,0_-1,Node0,32,7,0
1480.8591308999999,1554.43286133,a,17,0_17,Node4,33,7,0
1488.6218262,1442.6751709,b,18,0_18,Node3,33,7,0
1412.7337646,1502.73046875,c,19,0_19,Node1,33,7,0
1790.2119141,1360.3643799,d,20,0_20,Node2,33,7,0
1543.10665895,1465.0507202200001,e,-1,0_-1,Node0,33,7,0
1321.088623,1462.16821289,a,16,0_16,Node3,34,7,0
1480.8591308999999,1554.43286133,b,17,0_17,Node4,34,7,0
1412.7337646,1502.73046875,c,19,0_19,Node1,34,7,0
1790.2119141,1360.3643799,d,20,0_20,Node2,34,7,0
1501.22335815,1469.9239807175,e,-1,0_-1,Node0,34,7,0
1321.088623,1462.16821289,a,16,0_16,Node3,35,7,0
1480.8591308999999,1554.43286133,b,17,0_17,Node2,35,7,0
1488.6218262,1442.6751709,c,18,0_18,Node1,35,7,0
1790.2119141,1360.3643799,d,20,0_20,Node4,35,7,0
1520.19537355,1454.910156255,e,-1,0_-1,Node0,35,7,0
1480.8591308999999,1554.43286133,a,17,0_17,Node2,36,7,0
1488.6218262,1442.6751709,b,18,0_18,Node1,36,7,0
1412.7337646,1502.73046875,c,19,0_19,Node3,36,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node4,36,7,0
1531.0075683750001,1440.93649292,e,-1,0_-1,Node0,36,7,0
1321.088623,1462.16821289,a,16,0_16,Node3,37,7,0
1488.6218262,1442.6751709,b,18,0_18,Node1,37,7,0
1412.7337646,1502.73046875,c,19,0_19,Node2,37,7,0
1790.2119141,1360.3643799,d,20,0_20,Node4,37,7,0
1503.164031975,1441.98455811,e,-1,0_-1,Node0,37,7,0
1790.2119141,1360.3643799,a,20,0_20,Node3,38,5,0
1884.6065674,1343.6793213,b,21,0_21,Node1,38,5,0
1914.30187988,1267.3657226999999,c,22,0_22,Node4,38,5,0
1741.8155517999999,1263.9074707,d,23,0_23,Node2,38,5,0
1832.7339782949998,1308.8292236500001,e,-1,0_-1,Node0,38,5,0
2030.45617676,1484.83093262,a,15,0_15,Node4,39,7,0
1790.2119141,1360.3643799,b,20,0_20,Node2,39,7,0
1884.6065674,1343.6793213,c,21,0_21,Node1,39,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node3,39,7,0
1861.772552515,1363.19552613,e,-1,0_-1,Node0,39,7,0
2030.45617676,1484.83093262,a,15,0_15,Node2,40,7,0
1790.2119141,1360.3643799,b,20,0_20,Node4,40,7,0
1884.6065674,1343.6793213,c,21,0_21,Node1,40,7,0
1914.30187988,1267.3657226999999,d,22,0_22,Node3,40,7,0
1904.894134535,1364.06008913,e,-1,0_-1,Node0,40,7,0
2030.45617676,1484.83093262,a,15,0_15,Node2,41,7,0
1790.2119141,1360.3643799,b,20,0_20,Node3,41,7,0
1914.30187988,1267.3657226999999,c,22,0_22,Node4,41,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node1,41,7,0
1869.196380635,1344.11712648,e,-1,0_-1,Node0,41,7,0
2030.45617676,1484.83093262,a,15,0_15,Node4,42,7,0
1884.6065674,1343.6793213,b,21,0_21,Node1,42,7,0
1914.30187988,1267.3657226999999,c,22,0_22,Node2,42,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node3,42,7,0
1892.79504396,1339.94586183,e,-1,0_-1,Node0,42,7,0
1488.6218262,1442.6751709,a,18,0_18,Node4,43,7,0
1790.2119141,1360.3643799,b,20,0_20,Node1,43,7,0
1884.6065674,1343.6793213,c,21,0_21,Node3,43,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node2,43,7,0
1726.3139648749998,1352.6565857,e,-1,0_-1,Node0,43,7,0
1488.6218262,1442.6751709,a,18,0_18,Node2,44,7,0
1790.2119141,1360.3643799,b,20,0_20,Node3,44,7,0
1914.30187988,1267.3657226999999,c,22,0_22,Node1,44,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node4,44,7,0
1733.7377929949998,1333.57818605,e,-1,0_-1,Node0,44,7,0
1488.6218262,1442.6751709,a,18,0_18,Node2,45,7,0
1884.6065674,1343.6793213,b,21,0_21,Node3,45,7,0
1914.30187988,1267.3657226999999,c,22,0_22,Node1,45,7,0
1741.8155517999999,1263.9074707,d,23,0_23,Node4,45,7,0
1757.3364563199998,1329.4069214,e,-1,0_-1,Node0,45,7,0
2133.1020508,1541.55529785,a,0,1_0,Node3,0,0,1
2119.8825684,1624.6376953,b,1,1_1,Node1,0,0,1
2202.8361816,1655.9035645,c,2,1_2,Node4,0,0,1
2248.4819336,1544.55285645,d,3,1_3,Node2,0,0,1
2176.0756836,1591.662353525,e,-1,1_-1,Node0,0,0,1
2133.1020508,1541.55529785,a,0,1_0,Node1,1,7,1
2119.8825684,1624.6376953,b,1,1_1,Node3,1,7,1
2248.4819336,1544.55285645,c,3,1_3,Node4,1,7,1
2203.8613281,1907.3071289,d,15,1_15,Node2,1,7,1
2176.331970225,1654.513244625,e,-1,1_-1,Node0,1,7,1
2133.1020508,1541.55529785,a,0,1_0,Node1,2,7,1
2119.8825684,1624.6376953,b,1,1_1,Node3,2,7,1
2202.8361816,1655.9035645,c,2,1_2,Node4,2,7,1
2203.8613281,1907.3071289,d,15,1_15,Node2,2,7,1
2164.920532225,1682.3509216375,e,-1,1_-1,Node0,2,7,1
2133.1020508,1541.55529785,a,0,1_0,Node2,3,7,1
2202.8361816,1655.9035645,b,2,1_2,Node1,3,7,1
2248.4819336,1544.55285645,c,3,1_3,Node3,3,7,1
2203.8613281,1907.3071289,d,15,1_15,Node4,3,7,1
2197.070373525,1662.329711925,e,-1,1_-1,Node0,3,7,1
2119.8825684,1624.6376953,a,1,1_1,Node4,4,7,1
2202.8361816,1655.9035645,b,2,1_2,Node1,4,7,1
2248.4819336,1544.55285645,c,3,1_3,Node3,4,7,1
2203.8613281,1907.3071289,d,15,1_15,Node2,4,7,1
2193.765502925,1683.1003112875,e,-1,1_-1,Node0,4,7,1
2647.189209,1679.9995117,a,4,1_4,Node4,5,1,1
2805.8278809,1706.331543,b,5,1_5,Node2,5,1,1
2668.8742676,1755.5823975,c,6,1_6,Node1,5,1,1
2771.7907715,1778.0820312,d,7,1_7,Node3,5,1,1
2723.42053225,1729.99887085,e,-1,1_-1,Node0,5,1,1
2647.189209,1679.9995117,a,4,1_4,Node3,6,7,1
2668.8742676,1755.5823975,b,6,1_6,Node1,6,7,1
2771.7907715,1778.0820312,c,7,1_7,Node2,6,7,1
2674.1936035,1889.354248,d,8,1_8,Node4,6,7,1
2690.5119629,1775.7545470999999,e,-1,1_-1,Node0,6,7,1
2647.189209,1679.9995117,a,4,1_4,Node3,7,7,1
2805.8278809,1706.331543,b,5,1_5,Node2,7,7,1
2668.8742676,1755.5823975,c,6,1_6,Node1,7,7,1
2674.1936035,1889.354248,d,8,1_8,Node4,7,7,1
2699.02124025,1757.81692505,e,-1,1_-1,Node0,7,7,1
2647.189209,1679.9995117,a,4,1_4,Node2,8,7,1
2805.8278809,1706.331543,b,5,1_5,Node3,8,7,1
2771.7907715,1778.0820312,c,7,1_7,Node1,8,7,1
2674.1936035,1889.354248,d,8,1_8,Node4,8,7,1
2724.750366225,1763.4418334749998,e,-1,1_-1,Node0,8,7,1
2805.8278809,1706.331543,a,5,1_5,Node3,9,7,1
2668.8742676,1755.5823975,b,6,1_6,Node2,9,7,1
2771.7907715,1778.0820312,c,7,1_7,Node1,9,7,1
2674.1936035,1889.354248,d,8,1_8,Node4,9,7,1
2730.171630875,1782.337554925,e,-1,1_-1,Node0,9,7,1
2668.8742676,1755.5823975,a,6,1_6,Node4,10,7,1
2674.1936035,1889.354248,b,8,1_8,Node1,10,7,1
2644.157959,1955.6794434,c,10,1_10,Node3,10,7,1
2558.2590332,1978.0683594,d,11,1_11,Node2,10,7,1
2636.371215825,1894.671112075,e,-1,1_-1,Node0,10,7,1
2668.8742676,1755.5823975,a,6,1_6,Node2,11,7,1
2771.7907715,1778.0820312,b,7,1_7,Node4,11,7,1
2674.1936035,1889.354248,c,8,1_8,Node1,11,7,1
2644.157959,1955.6794434,d,10,1_10,Node3,11,7,1
2689.7541504,1844.674530025,e,-1,1_-1,Node0,11,7,1
2771.7907715,1778.0820312,a,7,1_7,Node3,12,7,1
2674.1936035,1889.354248,b,8,1_8,Node1,12,7,1
2644.157959,1955.6794434,c,10,1_10,Node4,12,7,1
2558.2590332,1978.0683594,d,11,1_11,Node2,12,7,1
2662.1003418,1900.2960205000002,e,-1,1_-1,Node0,12,7,1
2668.8742676,1755.5823975,a,6,1_6,Node2,13,7,1
2771.7907715,1778.0820312,b,7,1_7,Node3,13,7,1
2674.1936035,1889.354248,c,8,1_8,Node1,13,7,1
2558.2590332,1978.0683594,d,11,1_11,Node4,13,7,1
2668.27941895,1850.271759025,e,-1,1_-1,Node0,13,7,1
2674.1936035,1889.354248,a,8,1_8,Node4,14,2,1
2521.2617188,1865.3647461,b,9,1_9,Node2,14,2,1
2644.157959,1955.6794434,c,10,1_10,Node1,14,2,1
2558.2590332,1978.0683594,d,11,1_11,Node3,14,2,1
2599.468078625,1922.116699225,e,-1,1_-1,Node0,14,2,1
2668.8742676,1755.5823975,a,6,1_6,Node2,15,7,1
2521.2617188,1865.3647461,b,9,1_9,Node4,15,7,1
2644.157959,1955.6794434,c,10,1_10,Node3,15,7,1
2558.2590332,1978.0683594,d,11,1_11,Node1,15,7,1
2598.13824465,1888.6737366000002,e,-1,1_-1,Node0,15,7,1
2668.8742676,1755.5823975,a,6,1_6,Node4,16,7,1
2674.1936035,1889.354248,b,8,1_8,Node1,16,7,1
2521.2617188,1865.3647461,c,9,1_9,Node2,16,7,1
2558.2590332,1978.0683594,d,11,1_11,Node3,16,7,1
2605.647155775,1872.09243775,e,-1,1_-1,Node0,16,7,1
2668.8742676,1755.5823975,a,6,1_6,Node4,17,7,1
2674.1936035,1889.354248,b,8,1_8,Node1,17,7,1
2521.2617188,1865.3647461,c,9,1_9,Node2,17,7,1
2644.157959,1955.6794434,d,10,1_10,Node3,17,7,1
2627.121887225,1866.49520875,e,-1,1_-1,Node0,17,7,1
2085.63525391,1931.6920166,a,12,1_12,Node4,18,3,1
2274.3779297,1940.9006348,b,13,1_13,Node3,18,3,1
2163.4580078,2006.3320312,c,14,1_14,Node2,18,3,1
2203.8613281,1907.3071289,d,15,1_15,Node1,18,3,1
2181.8331298775,1946.557952875,e,-1,1_-1,Node0,18,3,1
2202.8361816,1655.9035645,a,2,1_2,Node4,19,7,1
2085.63525391,1931.6920166,b,12,1_12,Node2,19,7,1
2163.4580078,2006.3320312,c,14,1_14,Node3,19,7,1
2203.8613281,1907.3071289,d,15,1_15,Node1,19,7,1
2163.9476928525,1875.3086853,e,-1,1_-1,Node0,19,7,1
2202.8361816,1655.9035645,a,2,1_2,Node2,20,7,1
2085.63525391,1931.6920166,b,12,1_12,Node3,20,7,1
2274.3779297,1940.9006348,c,13,1_13,Node4,20,7,1
2163.4580078,2006.3320312,d,14,1_14,Node1,20,7,1
2181.5768432525,1883.707061775,e,-1,1_-1,Node0,20,7,1
2202.8361816,1655.9035645,a,2,1_2,Node2,21,7,1
2085.63525391,1931.6920166,b,12,1_12,Node4,21,7,1
2274.3779297,1940.9006348,c,13,1_13,Node3,21,7,1
2203.8613281,1907.3071289,d,15,1_15,Node1,21,7,1
2191.6776733275,1858.9508362,e,-1,1_-1,Node0,21,7,1
2521.2617188,1865.3647461,a,9,1_9,Node4,22,7,1
2274.3779297,1940.9006348,b,13,1_13,Node1,22,7,1
2163.4580078,2006.3320312,c,14,1_14,Node3,22,7,1
2203.8613281,1907.3071289,d,15,1_15,Node2,22,7,1
2290.7397461,1929.97613525,e,-1,1_-1,Node0,22,7,1
2521.2617188,1865.3647461,a,9,1_9,Node4,23,7,1
2085.63525391,1931.6920166,b,12,1_12,Node3,23,7,1
2274.3779297,1940.9006348,c,13,1_13,Node2,23,7,1
2203.8613281,1907.3071289,d,15,1_15,Node1,23,7,1
2271.2840576275,1911.3161316,e,-1,1_-1,Node0,23,7,1
2521.2617188,1865.3647461,a,9,1_9,Node4,24,7,1
2085.63525391,1931.6920166,b,12,1_12,Node2,24,7,1
2274.3779297,1940.9006348,c,13,1_13,Node1,24,7,1
2163.4580078,2006.3320312,d,14,1_14,Node3,24,7,1
2261.1832275525,1936.072357175,e,-1,1_-1,Node0,24,7,1
2202.8361816,1655.9035645,a,2,1_2,Node2,25,7,1
2274.3779297,1940.9006348,b,13,1_13,Node4,25,7,1
2163.4580078,2006.3320312,c,14,1_14,Node3,25,7,1
2203.8613281,1907.3071289,d,15,1_15,Node1,25,7,1
2211.1333618,1877.61083985,e,-1,1_-1,Node0,25,7,1
1523.0074463,2003.0900879,a,16,1_16,Node2,26,4,1
1369.7919922,2062.364502,b,17,1_17,Node4,26,4,1
1450.2025146,2078.8964844,c,18,1_18,Node1,26,4,1
1508.1412354,2111.5390625,d,19,1_19,Node3,26,4,1
1462.785797125,2063.9725342,e,-1,1_-1,Node0,26,4,1
1523.0074463,2003.0900879,a,16,1_16,Node1,27,7,1
1450.2025146,2078.8964844,b,18,1_18,Node3,27,7,1
1508.1412354,2111.5390625,c,19,1_19,Node2,27,7,1
1648.8781738,1826.2182617,d,20,1_20,Node4,27,7,1
1532.557342525,2004.935974125,e,-1,1_-1,Node0,27,7,1
1523.0074463,2003.0900879,a,16,1_16,Node1,28,7,1
1369.7919922,2062.364502,b,17,1_17,Node2,28,7,1
1450.2025146,2078.8964844,c,18,1_18,Node3,28,7,1
1648.8781738,1826.2182617,d,20,1_20,Node4,28,7,1
1497.970031725,1992.6423340000001,e,-1,1_-1,Node0,28,7,1
1523.0074463,2003.0900879,a,16,1_16,Node1,29,7,1
1369.7919922,2062.364502,b,17,1_17,Node2,29,7,1
1508.1412354,2111.5390625,c,19,1_19,Node3,29,7,1
1648.8781738,1826.2182617,d,20,1_20,Node4,29,7,1
1512.454711925,2000.802978525,e,-1,1_-1,Node0,29,7,1
1369.7919922,2062.364502,a,17,1_17,Node4,30,7,1
1450.2025146,2078.8964844,b,18,1_18,Node1,30,7,1
1508.1412354,2111.5390625,c,19,1_19,Node3,30,7,1
1648.8781738,1826.2182617,d,20,1_20,Node2,30,7,1
1494.253479,2019.75457765,e,-1,1_-1,Node0,30,7,1
1648.8781738,1826.2182617,a,20,1_20,Node3,31,5,1
1732.6738281,1788.6706543,b,21,1_21,Node1,31,5,1
1607.572998,1744.8474121,c,22,1_22,Node2,31,5,1
1760.0943604,1709.2170409999999,d,23,1_23,Node4,31,5,1
1687.304840075,1767.238342275,e,-1,1_-1,Node0,31,5,1
1523.0074463,2003.0900879,a,16,1_16,Node2,32,7,1
1648.8781738,1826.2182617,b,20,1_20,Node1,32,7,1
1732.6738281,1788.6706543,c,21,1_21,Node3,32,7,1
1607.572998,1744.8474121,d,22,1_22,Node4,32,7,1
1628.0331115499998,1840.706604,e,-1,1_-1,Node0,32,7,1
1523.0074463,2003.0900879,a,16,1_16,Node4,33,7,1
1648.8781738,1826.2182617,b,20,1_20,Node1,33,7,1
1607.572998,1744.8474121,c,22,1_22,Node2,33,7,1
1760.0943604,1709.2170409999999,d,23,1_23,Node3,33,7,1
1634.888244625,1820.843200675,e,-1,1_-1,Node0,33,7,1
1523.0074463,2003.0900879,a,16,1_16,Node4,34,7,1
1648.8781738,1826.2182617,b,20,1_20,Node1,34,7,1
1732.6738281,1788.6706543,c,21,1_21,Node2,34,7,1
1760.0943604,1709.2170409999999,d,23,1_23,Node3,34,7,1
1666.16345215,1831.799011225,e,-1,1_-1,Node0,34,7,1
1523.0074463,2003.0900879,a,16,1_16,Node4,35,7,1
1732.6738281,1788.6706543,b,21,1_21,Node1,35,7,1
1607.572998,1744.8474121,c,22,1_22,Node2,35,7,1
1760.0943604,1709.2170409999999,d,23,1_23,Node3,35,7,1
1655.8371582,1811.456298825,e,-1,1_-1,Node0,35,7,1
2119.8825684,1624.6376953,a,1,1_1,Node4,36,7,1
1732.6738281,1788.6706543,b,21,1_21,Node2,36,7,1
1607.572998,1744.8474121,c,22,1_22,Node3,36,7,1
1760.0943604,1709.2170409999999,d,23,1_23,Node1,36,7,1
1805.055938725,1716.843200675,e,-1,1_-1,Node0,36,7,1
2119.8825684,1624.6376953,a,1,1_1,Node4,37,7,1
1648.8781738,1826.2182617,b,20,1_20,Node3,37,7,1
1732.6738281,1788.6706543,c,21,1_21,Node1,37,7,1
1760.0943604,1709.2170409999999,d,23,1_23,Node2,37,7,1
1815.382232675,1737.185913075,e,-1,1_-1,Node0,37,7,1
2119.8825684,1624.6376953,a,1,1_1,Node4,38,7,1
1648.8781738,1826.2182617,b,20,1_20,Node2,38,7,1
1607.572998,1744.8474121,c,22,1_22,Node3,38,7,1
1760.0943604,1709.2170409999999,d,23,1_23,Node1,38,7,1
1784.10702515,1726.230102525,e,-1,1_-1,Node0,38,7,1
2806.9362793,1458.43273926,a,0,2_0,Node3,0,0,2
2897.8569336,1495.237060547,b,1,2_1,Node2,0,0,2
2785.5895996,1547.00305176,c,2,2_2,Node1,0,0,2
